Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,-9999
726,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,27,1992,36,20,1749,19.4,0.26,0.05,0.21,0.05,0.05,0.1,0,0.26,0.05,0.31,0.21,0.26,0.22,0.18,0.07,0.25,0.22,0.07,0.29,0.18,0.25,Matches,4be0b467
727,Issa Diop,fr FRA,DF,West Ham,eng Premier League,23,1997,18,15,1381,15.3,0.13,0,0.13,0,0,0.2,0,0.13,0,0.13,0.13,0.13,0.02,0.02,0,0.02,0.02,0,0.02,0.02,0.02,Matches,a712ca2b
728,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,34,1986,33,28,2324,25.8,0.04,0.04,0.04,0,0,0.35,0.08,0.04,0.04,0.08,0.04,0.08,0.07,0.07,0.04,0.12,0.07,0.04,0.12,0.07,0.12,Matches,7329018e
729,Sofiane Diop,fr FRA,MFFW,Monaco,fr Ligue 1,20,2000,32,24,2023,22.5,0.31,0.04,0.31,0,0,0.18,0,0.31,0.04,0.36,0.31,0.36,0.2,0.2,0.1,0.3,0.19,0.1,0.3,0.19,0.3,Matches,1.91E+35
730,Andy Diouf,fr FRA,FW,Rennes,fr Ligue 1,18,2002,1,0,12,0.1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9b5237b1
731,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,20,1999,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,eedea60b
732,Assane Dioussé,sn SEN,DF,Saint-Étienne,fr Ligue 1,22,1997,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7f622eef
733,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,22,1998,29,24,2011,22.3,0.13,0,0.13,0,0,0.18,0.09,0.13,0,0.13,0.13,0.13,0.1,0.1,0.02,0.12,0.1,0.02,0.12,0.1,0.12,Matches,ad82197c
734,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,20,2000,17,8,873,9.7,0,0,0,0,0,0.41,0.1,0,0,0,0,0,0,0,0.02,0.02,0,0.02,0.02,0,0.02,Matches,b2336681
735,Djené,tg TOG,DF,Getafe,es La Liga,28,1991,34,34,2941,32.7,0,0.03,0,0,0,0.24,0.06,0,0.03,0.03,0,0.03,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0.01,Matches,a4971d84
736,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,22,1998,27,15,1240,13.8,0.07,0,0.07,0,0,0.36,0,0.07,0,0.07,0.07,0.07,0.07,0.07,0.04,0.11,0.07,0.04,0.11,0.07,0.11,Matches,254147d4
737,Koffi Djidji,ci CIV,DF,Crotone,it Serie A,27,1992,20,16,1524,16.9,0.06,0,0.06,0,0,0.24,0,0.06,0,0.06,0.06,0.06,0.02,0.02,0.01,0.04,0.03,0.01,0.04,0.03,0.04,Matches,933d3b51
738,Alexander Djiku,gh GHA,DFMF,Strasbourg,fr Ligue 1,25,1994,30,29,2552,28.4,0,0,0,0,0,0.28,0,0,0,0,0,0,0.06,0.06,0.02,0.08,0.06,0.02,0.08,0.06,0.08,Matches,43e7a164
739,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,27,1993,33,28,2625,29.2,0,0.1,0,0,0,0.27,0,0,0.1,0.1,0,0.1,0.07,0.07,0.08,0.15,0.07,0.07,0.15,0.07,0.15,Matches,6eee05f1
740,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,28,1992,35,35,3120,34.7,0.03,0,0,0.03,0.06,0,0,0.03,0,0.03,0,0,0.05,0,0.01,0.02,0.05,0.01,0.06,0,0.02,Matches,ac295d9e
741,Ritsu Doan,jp JPN,MFFW,Arminia,de Bundesliga,22,1998,34,33,2768,30.8,0.16,0.06,0.16,0,0,0.03,0,0.16,0.07,0.23,0.16,0.23,0.17,0.16,0.11,0.27,0.17,0.11,0.28,0.16,0.27,Matches,d01bbb6f
742,Mihai Dobre,ro ROU,FWMF,Dijon,fr Ligue 1,21,1998,22,4,529,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0.05,0.14,0.08,0.05,0.13,0.08,0.13,Matches,a1f3f5a0
743,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,28,1992,17,13,1240,13.8,0,0.14,0,0,0,0.29,0.07,0,0.15,0.15,0,0.15,0.03,0.03,0.06,0.09,0.03,0.06,0.09,0.03,0.09,Matches,d557d734
744,Jeremy Doku,be BEL,MFFW,Rennes,fr Ligue 1,18,2002,30,26,2313,25.7,0.08,0.12,0.08,0,0,0.04,0.04,0.08,0.12,0.19,0.08,0.19,0.14,0.14,0.14,0.29,0.14,0.14,0.29,0.14,0.29,Matches,fffea3e5
745,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,22,1997,25,21,1928,21.4,0.28,0.09,0.19,0.09,0.09,0.09,0,0.28,0.09,0.37,0.19,0.28,0.35,0.28,0.05,0.33,0.35,0.05,0.4,0.28,0.33,Matches,cc83b74d
746,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,27,1993,18,3,452,5,0,0,0,0,0,0.4,0,0,0,0,0,0,0.02,0.02,0.04,0.06,0.02,0.04,0.07,0.02,0.07,Matches,ccb1c3af
747,Jaume Doménech,es ESP,GK,Valencia,es La Liga,29,1990,28,28,2520,28,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c9cb972b
748,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,19,2001,4,4,360,4,0,0,0,0,0,0.5,0,0,0,0,0,0,0.03,0.03,0.03,0.05,0.03,0.02,0.05,0.03,0.05,Matches,3521abfe
749,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,22,1998,28,15,1255,13.9,0.07,0,0.07,0,0,0.58,0,0.07,0,0.07,0.07,0.07,0.11,0.11,0.17,0.27,0.1,0.16,0.27,0.1,0.27,Matches,20b3a502
750,John Donald,es ESP,DFFW,Elche,es La Liga,19,2000,2,1,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5e95c000
751,Ji Dong-won,kr KOR,FWDF,Mainz 05,de Bundesliga,29,1991,6,0,62,0.7,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches,7d841904
752,Anastasios Donis,gr GRE,MF,Reims,fr Ligue 1,23,1996,3,1,97,1.1,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,0f26fd24
753,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,21,1999,37,37,3330,37,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,08f5afaa
754,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,22,1997,23,22,1996,22.2,0.09,0,0.09,0,0,0.18,0.05,0.09,0,0.09,0.09,0.09,0.05,0.05,0,0.05,0.05,0,0.05,0.05,0.05,Matches,67ac5bb8
755,Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,31,1989,12,9,817,9.1,0.44,0.22,0.33,0.11,0.11,0.33,0,0.44,0.22,0.66,0.33,0.55,0.47,0.38,0.25,0.64,0.47,0.25,0.73,0.39,0.64,Matches,dc90cfbe
756,Lucas Douath,fr FRA,MF,Saint-Étienne,fr Ligue 1,16,2003,30,13,1327,14.7,0,0,0,0,0,0.54,0,0,0,0,0,0,0.03,0.03,0.01,0.03,0.03,0,0.03,0.03,0.03,Matches,3cd7820a
757,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,27,1993,29,29,2443,27.1,0.07,0.11,0.07,0,0,0.22,0,0.07,0.11,0.18,0.07,0.18,0.08,0.08,0.08,0.16,0.08,0.08,0.16,0.08,0.16,Matches,02b29014
758,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,20,2000,33,30,2627,29.2,0.07,0.03,0.07,0,0,0.27,0,0.07,0.03,0.1,0.07,0.1,0.04,0.04,0.06,0.1,0.04,0.06,0.1,0.04,0.1,Matches,ce4f40c7
759,Fodé Doucouré,ml MLI,DF,Reims,fr Ligue 1,19,2001,7,3,333,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.14,0.16,0.05,0.13,0.17,0.05,0.17,Matches,1bfe34dc
760,Mahamadou Doucouré,ml MLI,FW,Nîmes,fr Ligue 1,20,2000,3,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9826ea33
761,Cheick Doukouré,ci CIV,MF,Levante,es La Liga,27,1992,7,0,101,1.1,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0.09,0.09,0,0.08,0.08,0,0.08,Matches,e208bcc8
762,Idrissa Doumbia,ci CIV,MF,Huesca,es La Liga,22,1998,23,7,779,8.7,0,0,0,0,0,0.46,0,0,0,0,0,0,0.05,0.05,0,0.05,0.04,0,0.05,0.04,0.05,Matches,685857dc
763,Moussa Doumbia,ml MLI,MFFW,Reims,fr Ligue 1,25,1994,23,9,899,10,0,0.1,0,0,0,0.1,0,0,0.1,0.1,0,0.1,0.06,0.06,0.12,0.18,0.06,0.12,0.18,0.06,0.18,Matches,6481421d
764,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,23,1996,27,24,2222,24.7,0,0.04,0,0,0,0.32,0,0,0.04,0.04,0,0.04,0.02,0.02,0.11,0.13,0.02,0.11,0.13,0.02,0.13,Matches,9daeac61
765,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,29,1991,18,11,1136,12.6,0.08,0,0.08,0,0,0.24,0,0.08,0,0.08,0.08,0.08,0.02,0.02,0.03,0.06,0.02,0.03,0.06,0.02,0.06,Matches,6fd8a334
766,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,22,1997,36,36,3148,35,0,0.03,0,0,0,0,0.03,0,0.03,0.03,0,0.03,0,0,0,0,0,0,0,0,0,Matches,085e71a7
767,Denis Drăguș,ro ROU,FWMF,Crotone,it Serie A,21,1999,9,1,177,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0.05,0.05,0,0.05,0.05,0,0.05,0.05,0.05,Matches,0e490f6e
768,Radu Drăgușin,ro ROU,DF,Juventus,it Serie A,18,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,620922ed
769,Mouhamadou Drammeh,fr FRA,MF,Reims,fr Ligue 1,21,1999,6,1,173,1.9,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0.05,0.01,0.02,0.03,0.01,0.03,Matches,3.10E+12
770,Julian Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,26,1993,24,12,1064,11.8,0.34,0.25,0.34,0,0,0.25,0,0.34,0.25,0.59,0.34,0.59,0.19,0.19,0.24,0.42,0.18,0.23,0.42,0.18,0.42,Matches,1a992676
771,Dominick Drexler,de GER,MFFW,Köln,de Bundesliga,30,1990,27,11,1233,13.7,0.15,0.07,0.15,0,0,0.07,0,0.15,0.07,0.22,0.15,0.22,0.2,0.2,0.12,0.32,0.2,0.12,0.32,0.2,0.32,Matches,809940aa
772,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,31,1989,15,15,1350,15,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,fbf83734
773,Domingos Duarte,pt POR,DF,Granada,es La Liga,25,1995,29,27,2363,26.3,0.04,0,0.04,0,0,0.19,0.04,0.04,0,0.04,0.04,0.04,0.05,0.05,0.04,0.09,0.05,0.04,0.09,0.05,0.09,Matches,93090f69
774,Léo Duarte,br BRA,DF,Milan,it Serie A,24,1996,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,73ddc40c
775,Óscar Duarte,cr CRC,DF,Levante,es La Liga,31,1989,29,23,2060,22.9,0.04,0,0.04,0,0,0.09,0,0.04,0,0.04,0.04,0.04,0.05,0.05,0.01,0.06,0.05,0.01,0.06,0.05,0.06,Matches,aa0ac32d
776,Rubén Duarte,es ESP,DF,Alavés,es La Liga,24,1995,31,29,2545,28.3,0.04,0.04,0.04,0,0,0.18,0.04,0.04,0.04,0.07,0.04,0.07,0.05,0.05,0.08,0.13,0.05,0.08,0.13,0.05,0.13,Matches,1fe0492d
777,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,25,1994,37,35,2903,32.3,0.06,0.12,0.06,0,0,0.09,0,0.06,0.12,0.19,0.06,0.19,0.03,0.03,0.18,0.21,0.03,0.18,0.21,0.03,0.21,Matches,ff0ab48c
778,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,31,1989,13,13,1170,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3a949a25
779,Ondrej Duda,sk SVK,FWMF,Köln,de Bundesliga,25,1994,32,32,2537,28.2,0.25,0.18,0.14,0.11,0.14,0.28,0.04,0.25,0.18,0.43,0.14,0.32,0.21,0.1,0.15,0.24,0.21,0.14,0.35,0.1,0.24,Matches,79ca3e23
780,Unai Dufur,es ESP,DF,Eibar,es La Liga,21,1999,1,1,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c261b5dd
781,Haris Duljević,ba BIH,MFFW,Nîmes,fr Ligue 1,26,1993,20,8,773,8.6,0,0.23,0,0,0,0.12,0,0,0.23,0.23,0,0.23,0.13,0.13,0.15,0.28,0.13,0.15,0.28,0.13,0.28,Matches,9b6556d2
782,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,28,1991,15,14,1255,13.9,0.07,0,0.07,0,0,0.14,0,0.07,0,0.07,0.07,0.07,0.02,0.02,0.04,0.06,0.02,0.04,0.06,0.02,0.06,Matches,3fe6bd8c
783,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,27,1993,4,2,162,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.01,0.02,0.03,0.01,0.03,Matches,528492ea
784,Alfred Duncan,gh GHA,MF,Cagliari,it Serie A,27,1993,19,12,1068,11.9,0,0.08,0,0,0,0.17,0,0,0.08,0.08,0,0.08,0.02,0.02,0.09,0.11,0.02,0.09,0.11,0.02,0.11,Matches,528492ea
785,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,28,1991,33,33,2931,32.6,0.15,0,0.15,0,0,0.15,0.06,0.15,0,0.15,0.15,0.15,0.08,0.08,0.03,0.1,0.08,0.03,0.1,0.08,0.1,Matches,282f75f3
786,Jimmy Dunne,ie IRL,DF,Burnley,eng Premier League,22,1997,3,3,270,3,0.33,0,0.33,0,0,0.33,0,0.33,0,0.33,0.33,0.33,0.13,0.13,0.03,0.17,0.14,0.04,0.17,0.14,0.17,Matches,1fdfd6da
787,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,28,1992,21,19,1480,16.4,0.06,0.12,0.06,0,0,0.06,0,0.06,0.12,0.18,0.06,0.18,0.1,0.1,0.13,0.23,0.1,0.13,0.23,0.1,0.23,Matches,cf623c78
788,Hugo Duro,es ESP,FW,Real Madrid,es La Liga,20,1999,2,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0.17,0.33,0.22,0.09,0.31,0.22,0.31,Matches,37e103f8
789,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,23,1997,27,22,2029,22.5,0.04,0,0.04,0,0,0.18,0,0.04,0,0.04,0.04,0.04,0.03,0.03,0.03,0.05,0.03,0.02,0.05,0.03,0.05,Matches,0cbc8baa
790,Paulo Dybala,ar ARG,FW,Juventus,it Serie A,26,1993,20,14,1132,12.6,0.32,0.24,0.32,0,0,0,0,0.32,0.24,0.56,0.32,0.56,0.37,0.37,0.23,0.6,0.36,0.23,0.59,0.36,0.59,Matches,e0921a4f
791,Edin Džeko,ba BIH,FW,Roma,it Serie A,34,1986,27,20,1824,20.3,0.34,0.15,0.34,0,0.05,0.1,0,0.35,0.15,0.49,0.35,0.49,0.64,0.6,0.12,0.72,0.64,0.12,0.76,0.6,0.72,Matches,3bb7f478
792,Steeve-Mike Ebongue,fr FRA,MF,Genoa,it Serie A,19,2001,3,0,52,0.6,0,1.67,0,0,0,0,0,0,1.73,1.73,0,1.73,0,0,0.83,0.83,0,0.94,0.94,0,0.94,Matches,9d5ab351
793,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,21,1999,6,3,260,2.9,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0.21,0.21,0,0.21,0.21,0,0.21,Matches,9ba7b4fa
794,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,32,1988,38,38,3420,38,0.05,0,0.05,0,0,0.08,0,0.05,0,0.05,0.05,0.05,0.04,0.04,0,0.04,0.04,0,0.04,0.04,0.04,Matches,72a0fb65
795,Simone Edera,it ITA,DFMF,Torino,it Serie A,23,1997,2,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0.5,0.29,0.3,0.59,0.29,0.59,Matches,8697c095
796,Ederson,br BRA,GK,Manchester City,eng Premier League,26,1993,36,36,3240,36,0,0.03,0,0,0,0.08,0,0,0.03,0.03,0,0.03,0,0,0.01,0.01,0,0.01,0.01,0,0.01,Matches,3bb7b8b4
797,Kyle Edwards,eng ENG,MFFW,West Brom,eng Premier League,22,1998,5,1,118,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0.08,0.11,0,0.11,0.11,0.11,Matches,1566e437
798,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,27,1992,31,30,2629,29.2,0,0.03,0,0,0,0.24,0.03,0,0.03,0.03,0,0.03,0.02,0.02,0.01,0.03,0.02,0.01,0.03,0.02,0.03,Matches,debe38a0
799,Johannes Eggestein,de GER,FWMF,Werder Bremen,de Bundesliga,22,1998,2,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0,0.09,Matches,d571df78
800,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,23,1996,33,33,2942,32.7,0.06,0.15,0.06,0,0,0.15,0,0.06,0.15,0.21,0.06,0.21,0.03,0.03,0.1,0.13,0.03,0.1,0.13,0.03,0.13,Matches,beb882a8
801,Lilian Egloff,de GER,MF,Stuttgart,de Bundesliga,17,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2f7fec15
802,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,25,1995,21,15,1133,12.6,0,0.08,0,0,0,0.4,0,0,0.08,0.08,0,0.08,0.04,0.04,0.06,0.1,0.04,0.06,0.1,0.04,0.1,Matches,76b2817e
803,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,31,1989,32,26,2299,25.5,0.08,0.04,0.08,0,0,0.35,0,0.08,0.04,0.12,0.08,0.12,0.03,0.03,0.04,0.06,0.03,0.03,0.06,0.03,0.06,Matches,f503ea63
804,Hugo Ekitike,fr FRA,MFFW,Reims,fr Ligue 1,18,2002,2,0,88,1,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.18,0.04,0.21,0.18,0.21,Matches,5b92d896
805,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,18,2002,2,2,155,1.7,0.59,0,0.59,0,0,0,0,0.58,0,0.58,0.58,0.58,0.18,0.18,0,0.18,0.16,0.02,0.18,0.16,0.18,Matches,2fba6108
806,Niclas Eliasson,se SWE,MFFW,Nîmes,fr Ligue 1,24,1995,30,19,1799,20,0.2,0.15,0.2,0,0,0.05,0,0.2,0.15,0.35,0.2,0.35,0.2,0.2,0.17,0.37,0.2,0.17,0.37,0.2,0.37,Matches,0033fb1b
807,Elif Elmas,mk MKD,MFFW,Napoli,it Serie A,20,1999,33,3,740,8.2,0.24,0.12,0.24,0,0,0.37,0,0.24,0.12,0.36,0.24,0.36,0.22,0.22,0.09,0.3,0.22,0.08,0.3,0.22,0.3,Matches,cf007308
808,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,32,1987,14,8,839,9.3,0,0,0,0,0,0.22,0,0,0,0,0,0,0.05,0.05,0.06,0.12,0.05,0.07,0.12,0.05,0.12,Matches,615ef733
809,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,28,1992,23,17,1544,17.2,0.06,0,0.06,0,0,0.17,0,0.06,0,0.06,0.06,0.06,0.03,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.04,Matches,47a34c4f
810,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,26,1994,23,22,1884,20.9,0.05,0,0.05,0,0,0.24,0,0.05,0,0.05,0.05,0.05,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,Matches,f7dc2ae5
811,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,23,1996,29,29,2536,28.2,0.11,0.04,0.11,0,0,0.04,0,0.11,0.04,0.14,0.11,0.14,0.07,0.07,0.01,0.08,0.07,0.01,0.08,0.07,0.08,Matches,48035304
812,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,26,1993,8,6,468,5.2,0.19,0,0.19,0,0,0.19,0,0.19,0,0.19,0.19,0.19,0.04,0.04,0.02,0.06,0.04,0.02,0.06,0.04,0.06,Matches,fd47b4f2
813,Sepe Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,17,2003,18,3,555,6.2,0.48,0.16,0.48,0,0,0.16,0,0.49,0.16,0.65,0.49,0.65,0.32,0.32,0.11,0.45,0.33,0.12,0.45,0.33,0.45,Matches,0d7b6576
814,Breel Embolo,ch SUI,FWMF,M'Gladbach,de Bundesliga,23,1997,31,16,1440,16,0.31,0.13,0.31,0,0,0.25,0,0.31,0.12,0.44,0.31,0.44,0.44,0.44,0.06,0.5,0.44,0.06,0.5,0.44,0.5,Matches,0b4f388a
815,Emerson,br BRA,DF,Betis,es La Liga,21,1999,34,34,2991,33.2,0.03,0.12,0.03,0,0,0.27,0.03,0.03,0.12,0.15,0.03,0.15,0.04,0.04,0.07,0.1,0.04,0.07,0.1,0.04,0.1,Matches,df8b52a5
816,Manu Emmanuel Gyabuaa,it ITA,MF,Atalanta,it Serie A,18,2001,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a69eb5fd
817,Renaud Emond,be BEL,FWMF,Nantes,fr Ligue 1,28,1991,22,3,354,3.9,0.51,0,0.51,0,0,0.26,0,0.51,0,0.51,0.51,0.51,0.33,0.33,0.03,0.36,0.33,0.02,0.35,0.33,0.35,Matches,5c9ac7f0
818,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,26,1994,4,4,219,2.4,0,0,0,0,0,0.42,0,0,0,0,0,0,0.04,0.04,0,0.04,0.03,0,0.03,0.03,0.03,Matches,825b8997
819,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,23,1997,38,23,2311,25.7,0.7,0,0.7,0,0,0.08,0,0.7,0,0.7,0.7,0.7,0.58,0.58,0.05,0.63,0.58,0.05,0.63,0.58,0.63,Matches,04e17fd5
820,Keita Endo,jp JPN,MFFW,Union Berlin,de Bundesliga,22,1997,16,4,456,5.1,0.2,0,0.2,0,0,0,0,0.2,0,0.2,0.2,0.2,0.24,0.24,0.22,0.45,0.23,0.22,0.45,0.23,0.45,Matches,1a83027b
821,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,27,1993,33,33,2955,32.8,0.09,0.09,0.09,0,0,0.15,0,0.09,0.09,0.18,0.09,0.18,0.07,0.07,0.06,0.13,0.07,0.06,0.13,0.07,0.13,Matches,c149016b
822,Sergi Enrich,es ESP,FW,Eibar,es La Liga,30,1990,27,13,1404,15.6,0.19,0,0.19,0,0.06,0.06,0,0.19,0,0.19,0.19,0.19,0.37,0.32,0.06,0.38,0.37,0.06,0.43,0.32,0.38,Matches,bb4b1242
823,Christian Eriksen,dk DEN,MF,Inter,it Serie A,28,1992,26,17,1385,15.4,0.19,0,0.19,0,0,0.06,0,0.19,0,0.19,0.19,0.19,0.11,0.11,0.17,0.28,0.11,0.17,0.28,0.11,0.28,Matches,980522ec
824,Martin Erlic,hr CRO,DF,Spezia,it Serie A,22,1998,27,19,1798,20,0.15,0.05,0.15,0,0,0.3,0,0.15,0.05,0.2,0.15,0.2,0.07,0.07,0.03,0.09,0.07,0.03,0.09,0.07,0.09,Matches,0fee6bda
825,Patrick Erras,de GER,MFFW,Werder Bremen,de Bundesliga,25,1995,4,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11,0,0.11,Matches,e3f6253d
826,Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,27,1993,24,4,733,8.1,0,0.12,0,0,0,0.62,0,0,0.12,0.12,0,0.12,0.07,0.07,0,0.09,0.08,0,0.08,0.08,0.08,Matches,3f79a1c8
827,Aarón Escandell,es ESP,GK,Granada,es La Liga,24,1995,5,5,450,5,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,67669ce7
828,Dani Escriche,es ESP,FWMF,Huesca,es La Liga,22,1998,23,7,857,9.5,0.11,0.11,0.11,0,0,0.53,0.11,0.11,0.11,0.21,0.11,0.21,0.15,0.15,0.14,0.27,0.14,0.13,0.28,0.14,0.28,Matches,5a36f180
829,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,30,1989,9,7,565,6.3,0.16,0,0.16,0,0,0.48,0,0.16,0,0.16,0.16,0.16,0.03,0.03,0.08,0.11,0.03,0.08,0.12,0.03,0.12,Matches,b0616e3d
830,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,28,1992,32,31,2601,28.9,0,0.1,0,0,0,0.21,0,0,0.1,0.1,0,0.1,0.01,0.01,0.04,0.05,0.01,0.04,0.05,0.01,0.05,Matches,db001fa9
831,Vicente Esquerdo,es ESP,MF,Valencia,es La Liga,21,1999,4,3,231,2.6,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0.04,0.04,0.01,0.03,0.04,0.01,0.04,Matches,ced26057
832,Nahuel Estévez,ar ARG,MF,Spezia,it Serie A,24,1995,27,19,1768,19.6,0,0.15,0,0,0,0.36,0,0,0.15,0.15,0,0.15,0.09,0.09,0.1,0.18,0.09,0.1,0.18,0.09,0.18,Matches,cec60a2f
833,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,22,1998,25,12,1168,13,0,0,0,0,0,0.08,0,0,0,0,0,0,0.04,0.04,0.1,0.14,0.04,0.1,0.14,0.04,0.14,Matches,d38fdf53
834,Yoann Etienne,fr FRA,DF,Lorient,fr Ligue 1,23,1997,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.05,0.05,0,0.05,Matches,a59d55b1
835,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,32,1987,11,9,883,9.8,0,0,0,0,0,0.31,0,0,0,0,0,0,0.05,0.05,0.02,0.07,0.05,0.02,0.07,0.05,0.07,Matches,4a895384
