Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,-9999
2084,Nathaniel Phillips,eng ENG,DF,Liverpool,eng Premier League,23,1997,17,15,1456,16.2,0.06,0.06,0.06,0,0,0.12,0,0.06,0.06,0.12,0.06,0.12,0.07,0.07,0.02,0.09,0.07,0.02,0.09,0.07,0.09,Matches,515ebe8d
2085,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,eng Premier League,18,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,19f4d211
2086,Krzysztof Piątek,pl POL,FW,Hertha BSC,de Bundesliga,25,1995,32,18,1630,18.1,0.39,0.06,0.39,0,0.06,0.22,0,0.39,0.06,0.44,0.39,0.44,0.37,0.33,0.07,0.4,0.37,0.07,0.44,0.33,0.4,Matches,17f3620a
2087,Pablo Piatti,ar ARG,MFFW,Elche,es La Liga,31,1989,9,3,361,4,0,0,0,0,0,0.25,0,0,0,0,0,0,0.13,0.13,0.07,0.2,0.12,0.08,0.2,0.12,0.2,Matches,48e89655
2088,Cristiano Piccini,it ITA,DF,Atalanta,it Serie A,27,1992,1,0,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.14,0,0.14,0.1,0,0.1,0.1,0.1,Matches,32c0491f
2089,Cristiano Piccini,it ITA,DF,Valencia,es La Liga,27,1992,3,0,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,32c0491f
2090,Roberto Piccoli,it ITA,FW,Spezia,it Serie A,19,2001,20,8,703,7.8,0.64,0,0.64,0,0,0,0,0.64,0,0.64,0.64,0.64,0.5,0.5,0.06,0.55,0.49,0.06,0.55,0.49,0.55,Matches,1cadaf34
2091,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,26,1994,31,31,2742,30.5,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4806ec67
2092,Jérémy Pied,fr FRA,DF,Lille,fr Ligue 1,31,1989,6,4,318,3.5,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0.11,0.14,0.01,0.12,0.13,0.01,0.13,Matches,a634b9d2
2093,Amos Pieper,de GER,DF,Arminia,de Bundesliga,22,1998,30,30,2682,29.8,0.03,0.03,0.03,0,0,0.2,0,0.03,0.03,0.07,0.03,0.07,0.03,0.03,0.02,0.05,0.03,0.02,0.05,0.03,0.05,Matches,526ea7cc
2094,Ronaël Pierre-Gabriel,fr FRA,DF,Brest,fr Ligue 1,22,1998,29,28,2305,25.6,0.04,0,0.04,0,0,0.16,0,0.04,0,0.04,0.04,0.04,0.02,0.02,0.04,0.05,0.02,0.04,0.06,0.02,0.06,Matches,64ba07c0
2095,Erik Pieters,nl NED,DFMF,Burnley,eng Premier League,31,1988,20,13,1266,14.1,0,0.07,0,0,0,0.07,0,0,0.07,0.07,0,0.07,0.01,0.01,0.04,0.05,0.01,0.03,0.05,0.01,0.05,Matches,1ef37668
2096,Tomás Pina Isla,es ESP,MF,Alavés,es La Liga,32,1987,33,31,2575,28.6,0.03,0.03,0.03,0,0,0.42,0,0.03,0.03,0.07,0.03,0.07,0.02,0.02,0.02,0.04,0.02,0.02,0.04,0.02,0.04,Matches,e54bd0a2
2097,Andrea Pinamonti,it ITA,FW,Inter,it Serie A,21,1999,8,1,169,1.9,0.53,0,0.53,0,0,0,0,0.53,0,0.53,0.53,0.53,0.53,0.53,0.05,0.58,0.53,0.06,0.59,0.53,0.59,Matches,08aa9cd1
2098,Yeremi Pino,es ESP,FWMF,Villarreal,es La Liga,17,2002,24,6,797,8.9,0.34,0.11,0.34,0,0,0.45,0,0.34,0.11,0.45,0.34,0.45,0.17,0.17,0.1,0.26,0.16,0.1,0.26,0.16,0.26,Matches,540ec57b
2099,Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,30,1990,1,0,23,0.3,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f6a06749
2100,Gerard Piqué,es ESP,DF,Barcelona,es La Liga,33,1987,18,18,1481,16.5,0,0,0,0,0,0.24,0,0,0,0,0,0,0.04,0.04,0.03,0.07,0.04,0.03,0.07,0.04,0.07,Matches,adfc9123
2101,Fabio Pisacane,it ITA,DF,Cagliari,it Serie A,34,1986,5,2,228,2.5,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,56400c01
2102,Łukasz Piszczek,pl POL,DF,Dortmund,de Bundesliga,35,1985,11,5,455,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0.06,0.07,0,0.07,Matches,fe2db476
2103,Marko Pjaca,hr CRO,FWMF,Genoa,it Serie A,25,1995,35,15,1418,15.8,0.19,0.13,0.19,0,0,0,0,0.19,0.13,0.32,0.19,0.32,0.18,0.18,0.13,0.32,0.18,0.13,0.32,0.18,0.32,Matches,2c38b327
2104,Miralem Pjanić,ba BIH,MF,Barcelona,es La Liga,30,1990,19,6,627,7,0,0,0,0,0,0.14,0,0,0,0,0,0,0.17,0.17,0.14,0.31,0.17,0.14,0.31,0.17,0.31,Matches,ad6df2d5
2105,Óscar Plano,es ESP,MFFW,Valladolid,es La Liga,29,1991,36,30,2517,28,0.18,0.18,0.18,0,0,0.04,0.04,0.18,0.18,0.36,0.18,0.36,0.15,0.15,0.06,0.21,0.15,0.06,0.21,0.15,0.21,Matches,7c388b20
2106,Marvin Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,28,1992,16,12,1071,11.9,0,0.17,0,0,0,0.08,0,0,0.17,0.17,0,0.17,0.01,0.01,0.11,0.11,0.01,0.11,0.11,0.01,0.11,Matches,f7aa75bd
2107,Alassane Pléa,fr FRA,FW,M'Gladbach,de Bundesliga,27,1993,29,19,1803,20,0.3,0.05,0.3,0,0,0.1,0,0.3,0.05,0.35,0.3,0.35,0.26,0.26,0.2,0.45,0.26,0.2,0.45,0.26,0.45,Matches,bc6bd723
2108,Dani Plomer,es ESP,FW,Granada,es La Liga,21,1998,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0d298637
2109,Tommaso Pobega,it ITA,MF,Spezia,it Serie A,21,1999,20,17,1229,13.7,0.44,0,0.44,0,0,0.44,0,0.44,0,0.44,0.44,0.44,0.25,0.25,0.04,0.28,0.25,0.04,0.29,0.25,0.29,Matches,55a1cac2
2110,Daniel Podence,pt POR,MFFW,Wolves,eng Premier League,24,1995,24,22,1661,18.5,0.16,0.11,0.16,0,0,0.16,0,0.16,0.11,0.27,0.16,0.27,0.17,0.17,0.1,0.27,0.17,0.1,0.27,0.17,0.27,Matches,7fcc71d8
2111,Paul Pogba,fr FRA,MFFW,Manchester Utd,eng Premier League,27,1993,26,21,1897,21.1,0.14,0.14,0.14,0,0,0.14,0,0.14,0.14,0.28,0.14,0.28,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.2,Matches,867239d3
2112,Joel Pohjanpalo,fi FIN,FW,Union Berlin,de Bundesliga,25,1994,19,10,851,9.5,0.63,0,0.63,0,0,0,0,0.63,0,0.63,0.63,0.63,0.73,0.73,0.15,0.86,0.73,0.15,0.87,0.73,0.87,Matches,ea003d07
2113,Joel Pohjanpalo,fi FIN,MF,Leverkusen,de Bundesliga,25,1994,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ea003d07
2114,Andrea Poli,it ITA,MF,Bologna,it Serie A,30,1989,18,4,383,4.3,0.23,0,0.23,0,0,0.23,0,0.23,0,0.23,0.23,0.23,0.21,0.21,0.09,0.3,0.21,0.1,0.31,0.21,0.31,Matches,b3fd7075
2115,Matteo Politano,it ITA,FW,Napoli,it Serie A,26,1993,37,22,1908,21.2,0.42,0.19,0.42,0,0,0.14,0,0.42,0.19,0.61,0.42,0.61,0.25,0.25,0.15,0.4,0.25,0.15,0.4,0.25,0.4,Matches,5e861944
2116,Jorge Pombo,es ESP,FWMF,Cádiz,es La Liga,26,1994,12,5,523,5.8,0.17,0,0.17,0,0,0.17,0,0.17,0,0.17,0.17,0.17,0.22,0.22,0.07,0.29,0.23,0.07,0.29,0.23,0.29,Matches,0a8bcb23
2117,Marin Pongračić,hr CRO,DF,Wolfsburg,de Bundesliga,22,1997,10,7,575,6.4,0,0,0,0,0,0.31,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2a6cd437
2118,Pere Pons,es ESP,MF,Alavés,es La Liga,27,1993,22,12,1186,13.2,0.15,0,0.15,0,0,0.08,0,0.15,0,0.15,0.15,0.15,0.06,0.06,0.11,0.18,0.06,0.12,0.18,0.06,0.18,Matches,29b61deb
2119,Nick Pope,eng ENG,GK,Burnley,eng Premier League,28,1992,32,32,2880,32,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0,0.01,Matches,4b40d9ca
2120,Manolo Portanova,it ITA,FWMF,Juventus,it Serie A,20,2000,2,1,70,0.8,0,0,0,0,0,1.25,0,0,0,0,0,0,0.75,0.75,0,0.75,0.71,0,0.71,0.71,0.71,Matches,c8c0dccd
2121,Manolo Portanova,it ITA,DFMF,Genoa,it Serie A,20,2000,3,0,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.14,0,0.14,0.07,0,0.07,0.07,0.07,Matches,c8c0dccd
2122,Francisco Portillo,es ESP,MFFW,Getafe,es La Liga,30,1990,16,3,418,4.6,0,0.22,0,0,0,0.22,0,0,0.22,0.22,0,0.22,0,0,0.11,0.11,0,0.1,0.1,0,0.1,Matches,8e010ff4
2123,Portu,es ESP,FWMF,Real Sociedad,es La Liga,28,1992,37,24,2184,24.3,0.33,0.12,0.33,0,0,0.12,0,0.33,0.12,0.45,0.33,0.45,0.23,0.23,0.21,0.44,0.23,0.21,0.44,0.23,0.44,Matches,1bda5842
2124,Stefan Posch,at AUT,DF,Hoffenheim,de Bundesliga,23,1997,26,25,2119,23.5,0,0,0,0,0,0.47,0.04,0,0,0,0,0,0.03,0.03,0.03,0.07,0.03,0.03,0.07,0.03,0.07,Matches,7f609bfc
2125,Sergio Postigo,es ESP,DF,Levante,es La Liga,31,1988,22,19,1623,18,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,Matches,474ecac8
2126,Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,26,1994,27,14,1354,15,0.33,0.27,0.33,0,0,0.07,0,0.33,0.27,0.6,0.33,0.6,0.33,0.33,0.19,0.52,0.33,0.19,0.52,0.33,0.52,Matches,d2416c2e
2127,Maxime Poundjé,fr FRA,DF,Bordeaux,fr Ligue 1,27,1992,14,4,491,5.5,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0.02,0.02,0.01,0.02,0.03,0.01,0.03,Matches,b92edde2
2128,Darío Poveda,es ESP,FW,Getafe,es La Liga,23,1997,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,cbdf7d5c
2129,Alejandro Pozo Pozo,es ESP,DFMF,Eibar,es La Liga,21,1999,30,24,2190,24.3,0,0,0,0,0,0.16,0,0,0,0,0,0,0.01,0.01,0.03,0.05,0.01,0.03,0.04,0.01,0.04,Matches,3c16d927
2130,Dennis Praet,be BEL,MFFW,Leicester City,eng Premier League,26,1994,15,10,718,8,0.13,0.13,0.13,0,0,0,0,0.13,0.13,0.25,0.13,0.25,0.06,0.06,0.1,0.16,0.07,0.1,0.16,0.07,0.16,Matches,86695068
2131,Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,26,1993,14,3,353,3.9,0,0.26,0,0,0,0.26,0,0,0.25,0.25,0,0.25,0.08,0.08,0.1,0.15,0.06,0.1,0.16,0.06,0.16,Matches,51c30111
2132,Nicolas de Préville,fr FRA,FWMF,Bordeaux,fr Ligue 1,29,1991,33,15,1611,17.9,0.06,0.11,0.06,0,0,0.17,0,0.06,0.11,0.17,0.06,0.17,0.25,0.25,0.18,0.44,0.25,0.18,0.44,0.25,0.44,Matches,b0547a87
2133,Manuel Prietl,at AUT,MF,Arminia,de Bundesliga,28,1991,28,28,2517,28,0.04,0.04,0.04,0,0,0.11,0,0.04,0.04,0.07,0.04,0.07,0.02,0.02,0.05,0.07,0.02,0.05,0.08,0.02,0.08,Matches,901c0f97
2134,Grischa Prömel,de GER,MF,Union Berlin,de Bundesliga,25,1995,24,21,1816,20.2,0.15,0.05,0.15,0,0,0.35,0,0.15,0.05,0.2,0.15,0.2,0.09,0.09,0.04,0.13,0.09,0.04,0.14,0.09,0.14,Matches,924f9191
2135,Davy Pröpper,nl NED,MF,Brighton,eng Premier League,28,1991,7,2,213,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04,0.04,0,0.04,0.04,0.04,Matches,fdd85f94
2136,Ivan Provedel,it ITA,GK,Spezia,it Serie A,26,1994,29,29,2610,29,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,277da414
2137,Antonio Puertas,es ESP,FWMF,Granada,es La Liga,28,1992,35,22,2170,24.1,0.12,0.21,0.12,0,0,0.25,0,0.12,0.21,0.33,0.12,0.33,0.17,0.17,0.08,0.25,0.17,0.08,0.25,0.17,0.25,Matches,c77a8043
2138,Riqui Puig,es ESP,MF,Barcelona,es La Liga,20,1999,14,2,292,3.2,0.31,0,0.31,0,0,0.31,0,0.31,0,0.31,0.31,0.31,0.09,0.09,0.06,0.16,0.08,0.07,0.16,0.08,0.16,Matches,f090a37a
2139,Erick Pulgar,cl CHI,MF,Fiorentina,it Serie A,26,1994,31,21,2002,22.2,0.05,0.14,0.05,0,0,0.36,0,0.04,0.13,0.18,0.04,0.18,0.04,0.04,0.09,0.12,0.04,0.09,0.12,0.04,0.12,Matches,4.61E+31
2140,Jorge Pulido,es ESP,DF,Huesca,es La Liga,29,1991,33,32,2885,32.1,0.03,0,0.03,0,0,0.19,0.03,0.03,0,0.03,0.03,0.03,0.08,0.08,0.02,0.1,0.08,0.02,0.1,0.08,0.1,Matches,978cd030
2141,Christian Pulisic,us USA,FWMF,Chelsea,eng Premier League,21,1998,27,18,1738,19.3,0.21,0.1,0.21,0,0,0.1,0,0.21,0.1,0.31,0.21,0.31,0.28,0.28,0.15,0.42,0.28,0.14,0.43,0.28,0.43,Matches,1bf33a9a
2142,Ignacio Pussetto,ar ARG,FW,Udinese,it Serie A,24,1995,11,9,754,8.4,0.36,0.12,0.36,0,0,0.24,0,0.36,0.12,0.48,0.36,0.48,0.26,0.26,0.1,0.36,0.26,0.09,0.35,0.26,0.35,Matches,62437b4f
2143,Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,37,1983,33,25,2204,24.5,0.53,0.04,0.45,0.08,0.12,0.04,0,0.53,0.04,0.57,0.45,0.49,0.45,0.36,0.06,0.42,0.45,0.06,0.51,0.36,0.42,Matches,ee4f2f3b
2144,Robin Quaison,se SWE,FWMF,Mainz 05,de Bundesliga,26,1993,28,18,1476,16.4,0.37,0.12,0.3,0.06,0.06,0.06,0,0.37,0.12,0.49,0.3,0.43,0.36,0.31,0.18,0.49,0.36,0.18,0.54,0.31,0.49,Matches,74c7c2db
2145,Domingos Quina,pt POR,MF,Granada,es La Liga,20,1999,8,5,341,3.8,0.53,0,0.53,0,0,0.26,0,0.53,0,0.53,0.53,0.53,0.08,0.08,0.03,0.13,0.08,0.04,0.12,0.08,0.12,Matches,41fb0f4e
2146,Quini,es ESP,DF,Granada,es La Liga,30,1989,19,12,1191,13.2,0.08,0,0.08,0,0,0.38,0,0.08,0,0.08,0.08,0.08,0.02,0.02,0.02,0.05,0.02,0.02,0.04,0.02,0.04,Matches,7a538238
2147,Quique,es ESP,FWMF,Eibar,es La Liga,30,1990,12,0,167,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.16,0,0.16,0.16,0,0.16,0.16,0.16,Matches,c966fce1
2148,Dani Raba,es ESP,MF,Villarreal,es La Liga,24,1995,5,1,150,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.24,0.06,0.24,0.21,0.04,0.25,0.21,0.25,Matches,ea6a7ab4
2149,Simone Rabbi,it ITA,FW,Bologna,it Serie A,18,2001,4,0,35,0.4,0,2.5,0,0,0,0,0,0,2.57,2.57,0,2.57,0,0,0,0,0,0,0,0,0,Matches,3688af6c
2150,Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,25,1995,34,25,2313,25.7,0.16,0.08,0.16,0,0,0.27,0.04,0.16,0.08,0.23,0.16,0.23,0.12,0.12,0.04,0.16,0.12,0.04,0.16,0.12,0.16,Matches,8.79E+254
2151,Uroš Račić,rs SRB,MF,Valencia,es La Liga,22,1998,31,25,2187,24.3,0.04,0.04,0.04,0,0,0.25,0,0.04,0.04,0.08,0.04,0.08,0.07,0.07,0.02,0.08,0.06,0.02,0.08,0.06,0.08,Matches,faed84db
2152,Anthony Racioppi,ch SUI,GK,Dijon,fr Ligue 1,21,1998,21,21,1890,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,abc06eb3
2153,Nemanja Radoja,rs SRB,MF,Levante,es La Liga,27,1993,21,13,1121,12.5,0,0.16,0,0,0,0.08,0,0,0.16,0.16,0,0.16,0.02,0.02,0.02,0.05,0.02,0.02,0.05,0.02,0.05,Matches,b5dd3469
2154,Nemanja Radonjić,rs SRB,FW,Marseille,fr Ligue 1,24,1996,12,4,396,4.4,0.45,0.23,0.45,0,0,0.45,0,0.45,0.23,0.68,0.45,0.68,0.41,0.41,0.09,0.5,0.41,0.09,0.5,0.41,0.5,Matches,0630eb63
2155,Nemanja Radonjić,rs SRB,FWDF,Hertha BSC,de Bundesliga,24,1996,12,5,611,6.8,0.15,0.29,0.15,0,0,0.15,0,0.15,0.29,0.44,0.15,0.44,0.26,0.26,0.13,0.41,0.27,0.14,0.41,0.27,0.41,Matches,0630eb63
2156,Aleksandar Radovanović,rs SRB,DF,Lens,fr Ligue 1,26,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,09507ffa
2157,Ivan Radovanović,rs SRB,DFMF,Genoa,it Serie A,31,1988,33,24,2232,24.8,0,0,0,0,0,0.24,0,0,0,0,0,0,0.02,0.02,0,0.02,0.02,0,0.02,0.02,0.02,Matches,023937a9
2158,Ionuț Radu,ro ROU,GK,Inter,it Serie A,23,1997,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,67f649be
2159,Ștefan Radu,ro ROU,DF,Lazio,it Serie A,33,1986,31,30,2458,27.3,0,0.11,0,0,0,0.07,0,0,0.11,0.11,0,0.11,0.01,0.01,0.05,0.06,0.01,0.05,0.06,0.01,0.06,Matches,53de807a
2160,Rafael,br BRA,GK,Spezia,it Serie A,38,1982,3,2,207,2.3,0,0.43,0,0,0,0,0,0,0.43,0.43,0,0.43,0,0,0.17,0.17,0,0.18,0.18,0,0.18,Matches,dd06d56c
2161,Rafinha,br BRA,MF,Paris S-G,fr Ligue 1,27,1993,23,15,1361,15.1,0,0.26,0,0,0,0.13,0,0,0.26,0.26,0,0.26,0.09,0.09,0.21,0.3,0.09,0.21,0.3,0.09,0.3,Matches,0c2ac3cb
2162,Antonio Raimondo,it ITA,FW,Bologna,it Serie A,16,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ce1a6c7e
2163,Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,24,1995,37,37,3285,36.5,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,58ad9383
2164,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,32,1988,37,25,2233,24.8,0.16,0.08,0.08,0.08,0.08,0.2,0,0.16,0.08,0.24,0.08,0.16,0.21,0.15,0.05,0.2,0.21,0.05,0.26,0.15,0.2,Matches,89f951b5
2165,Jonás Ramalho,es ESP,DF,Osasuna,es La Liga,27,1993,5,3,304,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.06,0.04,0.01,0.05,0.04,0.05,Matches,be3a0121
2166,Benito Raman,be BEL,FWMF,Schalke 04,de Bundesliga,25,1994,25,13,1246,13.8,0.14,0,0.14,0,0,0.14,0,0.14,0,0.14,0.14,0.14,0.17,0.16,0.1,0.26,0.17,0.1,0.27,0.16,0.26,Matches,867501bf
2167,Gastón Ramírez,uy URU,MFFW,Sampdoria,it Serie A,29,1990,25,10,969,10.8,0,0.37,0,0,0,0.46,0,0,0.37,0.37,0,0.37,0.06,0.06,0.18,0.24,0.07,0.18,0.24,0.07,0.24,Matches,2c851997
2168,Sandro Ramírez,es ESP,FWMF,Huesca,es La Liga,25,1995,20,16,1285,14.3,0.35,0.07,0.35,0,0,0.14,0,0.35,0.07,0.42,0.35,0.42,0.17,0.17,0.03,0.2,0.17,0.03,0.2,0.17,0.2,Matches,833fb62e
2169,Sergio Ramos,es ESP,DF,Real Madrid,es La Liga,34,1986,15,15,1275,14.2,0.14,0,0,0.14,0.14,0.21,0,0.14,0,0.14,0,0,0.27,0.16,0.01,0.18,0.27,0.02,0.28,0.16,0.18,Matches,08511d65
2170,Aaron Ramsdale,eng ENG,GK,Sheffield Utd,eng Premier League,22,1998,38,38,3420,38,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,Matches,466fb2c5
2171,Aaron Ramsey,wls WAL,MF,Juventus,it Serie A,29,1990,22,13,1089,12.1,0.17,0.33,0.17,0,0,0.17,0,0.17,0.33,0.5,0.17,0.5,0.41,0.41,0.3,0.71,0.41,0.3,0.71,0.41,0.71,Matches,ef619b0b
2172,Jacob Ramsey,eng ENG,MFFW,Aston Villa,eng Premier League,19,2001,22,6,626,7,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0.04,0.11,0.07,0.04,0.11,0.07,0.11,Matches,1544f145
2173,Kayne Ramsey,eng ENG,DF,Southampton,eng Premier League,19,2000,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,dc31b84c
2174,Darren Randolph,ie IRL,GK,West Ham,eng Premier League,33,1987,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6385ebfb
2175,Andrea Ranocchia,it ITA,DF,Inter,it Serie A,32,1988,8,8,703,7.8,0,0.13,0,0,0,0.26,0,0,0.13,0.13,0,0.13,0.14,0.14,0.01,0.15,0.14,0.02,0.15,0.14,0.15,Matches,539230cf
2176,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,22,1997,37,33,2920,32.4,0.34,0.28,0.34,0,0,0.12,0,0.34,0.28,0.62,0.34,0.62,0.29,0.29,0.11,0.4,0.29,0.11,0.4,0.29,0.4,Matches,a1d5bd30
2177,Milot Rashica,xk KVX,FWMF,Werder Bremen,de Bundesliga,24,1996,24,14,1462,16.2,0.19,0.12,0.12,0.06,0.06,0,0,0.18,0.12,0.31,0.12,0.25,0.27,0.22,0.1,0.33,0.27,0.11,0.37,0.22,0.33,Matches,6c6a3300
2178,Giacomo Raspadori,it ITA,FWMF,Sassuolo,it Serie A,20,2000,27,13,1232,13.7,0.44,0,0.44,0,0,0.07,0,0.44,0,0.44,0.44,0.44,0.31,0.31,0.19,0.51,0.32,0.19,0.51,0.32,0.51,Matches,6e058f06
2179,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,20,1999,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6662d731
2180,Tim Ream,us USA,DF,Fulham,eng Premier League,32,1987,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,28b40c9c
2181,Ante Rebić,hr CRO,FW,Milan,it Serie A,26,1993,27,20,1776,19.7,0.56,0.2,0.56,0,0,0.2,0.05,0.56,0.2,0.76,0.56,0.76,0.39,0.37,0.27,0.64,0.39,0.27,0.66,0.37,0.64,Matches,536cebe5
2182,Arkadiusz Reca,pl POL,DF,Crotone,it Serie A,25,1995,30,28,2313,25.7,0.08,0.12,0.08,0,0,0.27,0,0.08,0.12,0.19,0.08,0.19,0.06,0.06,0.12,0.18,0.06,0.12,0.18,0.06,0.18,Matches,6213fd82
2183,Recio,es ESP,MF,Eibar,es La Liga,29,1991,17,8,734,8.2,0.12,0,0,0.12,0.12,0.61,0,0.12,0,0.12,0,0,0.15,0.06,0.09,0.15,0.15,0.09,0.24,0.06,0.14,Matches,54073b28
2184,Daishawn Redan,nl NED,FWMF,Hertha BSC,de Bundesliga,19,2001,7,0,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.55,0,0.55,0.56,0.02,0.57,0.56,0.57,Matches,16b4260e
2185,Nathan Redmond,eng ENG,MFFW,Southampton,eng Premier League,26,1994,29,17,1738,19.3,0.1,0.16,0.1,0,0,0.05,0,0.1,0.16,0.26,0.1,0.26,0.17,0.17,0.17,0.34,0.17,0.17,0.34,0.17,0.34,Matches,ab651565
2186,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,25,1995,31,26,2247,25,0,0.08,0,0,0,0.2,0,0,0.08,0.08,0,0.08,0.01,0.01,0.06,0.07,0.01,0.06,0.07,0.01,0.07,Matches,803ae100
2187,Vasco Regini,it ITA,DF,Sampdoria,it Serie A,29,1990,3,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches,339c6ed4
2188,Sergio Reguilón,es ESP,DF,Tottenham,eng Premier League,23,1996,27,26,2244,24.9,0,0.12,0,0,0,0.2,0,0,0.12,0.12,0,0.12,0.06,0.06,0.07,0.13,0.06,0.07,0.13,0.06,0.13,Matches,3353737a
2189,Bobby Reid,jm JAM,MFDF,Fulham,eng Premier League,27,1993,33,28,2372,26.4,0.19,0.08,0.19,0,0,0.27,0,0.19,0.08,0.27,0.19,0.27,0.18,0.18,0.05,0.23,0.18,0.05,0.23,0.18,0.23,Matches,0f7533cd
2190,Pepe Reina,es ESP,GK,Lazio,it Serie A,37,1982,29,29,2610,29,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e358587b
2191,Jeff Reine-Adélaïde,fr FRA,MFFW,Nice,fr Ligue 1,22,1998,14,12,1058,11.8,0.08,0.17,0.08,0,0,0.08,0,0.09,0.17,0.26,0.09,0.26,0.1,0.1,0.2,0.31,0.11,0.2,0.31,0.11,0.31,Matches,d504b3e1
2192,Jeff Reine-Adélaïde,fr FRA,FW,Lyon,fr Ligue 1,22,1998,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0,0.67,0.39,0.18,0.57,0.39,0.57,Matches,d504b3e1
2193,Reinier,br BRA,MFFW,Dortmund,de Bundesliga,18,2002,14,1,257,2.9,0.34,0.34,0.34,0,0,0,0,0.35,0.35,0.7,0.35,0.7,0.31,0.31,0.14,0.45,0.3,0.14,0.44,0.3,0.44,Matches,6b21b7b5
2194,Francisco Reis Ferreira,pt POR,DF,Valencia,es La Liga,23,1997,3,2,181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4b3c863f
